contig_1	19
contig_10	14
contig_100	14
contig_1000	15
contig_1001	2
contig_1002	4
contig_1003	1
contig_1004	2
contig_1005	5
contig_1006	8
contig_1007	6
contig_1008	14
contig_1009	19
contig_101	6
contig_1010	19
contig_1011	19
contig_1012	6
contig_1013	2
contig_1014	13
contig_1015	7
contig_1016	17
contig_1017	4
contig_1018	5
contig_1019	1
contig_102	10
contig_1020	5
contig_1021	4
contig_1022	4
contig_1023	1
contig_1024	4
contig_1025	2
contig_1026	7
contig_1027	6
contig_1028	8
contig_1029	7
contig_103	3
contig_1030	11
contig_1031	0
contig_1032	2
contig_1033	19
contig_1034	14
contig_1035	19
contig_1036	3
contig_1037	3
contig_1038	13
contig_1039	8
contig_104	8
contig_1040	1
contig_1041	5
contig_1042	10
contig_1043	3
contig_1044	13
contig_1045	2
contig_1046	5
contig_1047	6
contig_1048	14
contig_1049	5
contig_105	14
contig_1050	18
contig_1051	2
contig_1052	4
contig_1053	13
contig_1054	18
contig_1055	7
contig_1056	12
contig_1057	1
contig_1058	12
contig_1059	14
contig_106	19
contig_1060	14
contig_1061	10
contig_1062	4
contig_1063	4
contig_1064	18
contig_1065	1
contig_1066	1
contig_1067	16
contig_1068	2
contig_1069	3
contig_107	14
contig_1070	18
contig_1071	11
contig_1072	7
contig_1073	5
contig_1074	11
contig_1075	2
contig_1076	14
contig_1077	14
contig_1078	14
contig_1079	12
contig_108	11
contig_1080	5
contig_1081	7
contig_1082	10
contig_1083	12
contig_1084	18
contig_1085	6
contig_1086	5
contig_1087	18
contig_1088	1
contig_1089	13
contig_109	14
contig_1090	5
contig_1091	11
contig_1092	5
contig_1093	4
contig_1094	6
contig_1095	0
contig_1096	2
contig_1097	14
contig_1098	0
contig_1099	5
contig_11	10
contig_110	7
contig_1100	7
contig_1101	0
contig_1102	14
contig_1103	13
contig_1104	0
contig_1105	10
contig_1106	0
contig_1107	12
contig_1108	18
contig_1109	9
contig_111	14
contig_1110	14
contig_1111	14
contig_1112	2
contig_1113	14
contig_1114	5
contig_1115	4
contig_1116	18
contig_1117	6
contig_1118	2
contig_1119	6
contig_112	2
contig_1120	12
contig_1121	4
contig_1122	12
contig_1123	19
contig_1124	5
contig_1125	19
contig_1126	14
contig_1127	16
contig_1128	4
contig_1129	11
contig_113	14
contig_1130	11
contig_1131	5
contig_1132	7
contig_1133	7
contig_1134	2
contig_1135	4
contig_1136	6
contig_1137	6
contig_1138	13
contig_1139	12
contig_114	13
contig_1140	14
contig_1141	12
contig_1142	17
contig_1143	18
contig_1144	4
contig_1145	11
contig_1146	13
contig_1147	19
contig_1148	14
contig_1149	18
contig_115	3
contig_1150	3
contig_1151	5
contig_1152	14
contig_1153	17
contig_1154	1
contig_1155	9
contig_1156	3
contig_1157	14
contig_1158	0
contig_1159	12
contig_116	2
contig_1160	3
contig_1161	3
contig_1162	12
contig_1163	10
contig_1164	1
contig_1165	8
contig_1166	18
contig_1167	5
contig_1168	19
contig_1169	12
contig_117	3
contig_1170	3
contig_1171	14
contig_1172	14
contig_1173	11
contig_1174	3
contig_1175	1
contig_1176	12
contig_1177	1
contig_1178	6
contig_1179	19
contig_118	11
contig_1180	3
contig_1181	3
contig_1182	5
contig_1183	19
contig_1184	4
contig_1185	14
contig_1186	2
contig_1187	1
contig_1188	14
contig_1189	13
contig_119	19
contig_1190	19
contig_1191	1
contig_1192	11
contig_1193	1
contig_1194	0
contig_1195	5
contig_1196	1
contig_1197	14
contig_1198	13
contig_1199	18
contig_12	13
contig_120	2
contig_1200	8
contig_1201	5
contig_1202	13
contig_1203	13
contig_1204	14
contig_1205	3
contig_1206	17
contig_1207	4
contig_1208	18
contig_1209	11
contig_121	13
contig_1210	11
contig_1211	2
contig_1212	11
contig_1213	3
contig_1214	2
contig_1215	3
contig_1216	1
contig_1217	19
contig_1218	7
contig_1219	10
contig_122	6
contig_1220	4
contig_1221	5
contig_1222	17
contig_1223	4
contig_1224	5
contig_1225	18
contig_1226	14
contig_1227	2
contig_1228	18
contig_1229	10
contig_123	13
contig_1230	18
contig_1231	2
contig_1232	4
contig_1233	1
contig_1234	17
contig_1235	3
contig_1236	13
contig_1237	14
contig_1238	10
contig_1239	13
contig_124	12
contig_1240	19
contig_1241	12
contig_1242	18
contig_1243	18
contig_1244	17
contig_1245	19
contig_1246	14
contig_1247	3
contig_1248	14
contig_1249	4
contig_125	3
contig_1250	3
contig_1251	5
contig_1252	11
contig_1253	6
contig_1254	19
contig_1255	1
contig_1256	19
contig_1257	5
contig_1258	13
contig_1259	1
contig_126	0
contig_1260	19
contig_1261	12
contig_1262	2
contig_1263	3
contig_1264	11
contig_1265	14
contig_1266	10
contig_1267	19
contig_1268	15
contig_1269	13
contig_127	10
contig_1270	13
contig_1271	1
contig_1272	14
contig_1273	10
contig_1274	6
contig_1275	19
contig_1276	6
contig_1277	14
contig_1278	18
contig_1279	2
contig_128	4
contig_1280	1
contig_1282	2
contig_1283	13
contig_1284	17
contig_1285	5
contig_1286	2
contig_1288	13
contig_1289	12
contig_129	2
contig_1290	0
contig_1291	5
contig_1292	16
contig_1293	19
contig_1294	10
contig_1295	14
contig_1296	11
contig_1297	7
contig_1298	13
contig_1299	7
contig_13	13
contig_130	18
contig_1300	18
contig_1301	10
contig_1302	16
contig_1303	2
contig_1304	12
contig_1305	2
contig_1306	7
contig_1307	14
contig_1308	8
contig_1309	16
contig_131	7
contig_1310	9
contig_1311	4
contig_1313	3
contig_1314	1
contig_1315	1
contig_1316	3
contig_1317	1
contig_1318	4
contig_1319	0
contig_132	4
contig_1320	10
contig_1321	19
contig_1322	10
contig_1323	18
contig_1324	18
contig_1325	3
contig_1326	5
contig_1327	14
contig_1328	2
contig_1329	1
contig_133	5
contig_1330	4
contig_1331	1
contig_1332	2
contig_1333	14
contig_1334	3
contig_1335	11
contig_1336	7
contig_1337	0
