seq319	Root	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	unclassified_Solirubrobacter
seq327	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	unclassified_Xanthobacteraceae	NA
seq332	Root	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	unclassified_Pedobacter
seq333	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	unclassified_Hyphomicrobium
seq338	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	unclassified_Dongia
seq339	Root	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	SH-PL14	unclassified_SH-PL14
seq341	Root	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	unclassified_Paenibacillus
seq343	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	unclassified_Rhizobiaceae	NA
seq349	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	unclassified_uncultured
seq353	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	unclassified_Dongia
seq356	Root	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	unclassified_Paenibacillus
seq357	Root	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	Gemmata sp. Fl1-1
seq361	Root	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	unclassified_Polyangiaceae	NA
seq379	Root	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	Nitrospira japonica
seq380	Root	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	unclassified_Comamonadaceae	NA
seq382	Root	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacter	unclassified_Vicinamibacter
seq386	Root	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	unclassified_Burkholderia-Caballeronia-Paraburkholderia
seq390	Root	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	unclassified_Paenibacillus
seq394	Root	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	unclassified_Oxalobacteraceae	NA
seq399	Root	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Rummeliibacillus	unclassified_Rummeliibacillus
seq414	Root	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	unclassified_Nocardioides
seq415	Root	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Cohnella	unclassified_Cohnella
seq422	Root	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	unclassified_Microscillaceae	NA
seq435	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Kaistiaceae	Kaistia	unclassified_Kaistia
seq442	Root	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacter	unclassified_Vicinamibacter
seq445	Root	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Nonomuraea	unclassified_Nonomuraea
seq450	Root	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	unclassified_Paenibacillus
seq468	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	unclassified_Reyranella
seq475	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	unclassified_Reyranella
seq478	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	unclassified_Dongia
seq483	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	unclassified_Caulobacter
seq488	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	unclassified_Sphingomonas
seq503	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea	unclassified_Bosea
seq557	Root	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	unclassified_Polyangiaceae	NA
seq564	Root	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	unclassified_Microscillaceae	NA
seq644	Root	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	unclassified_Paenibacillus
